objectid,element,dimensiontype,dimension,unitname
211726,image,width,26.0350520701,centimeters
211932,image,height,32.3850647701,centimeters
211932,image,width,50.1651003302,centimeters
211933,image,height,32.3850647701,centimeters
211933,image,width,25.0825501651,centimeters
211935,image,height,32.0675641351,centimeters
211935,image,width,25.0825501651,centimeters
211936,image,height,32.0675641351,centimeters
211936,image,width,25.0825501651,centimeters
211942,image,height,32.0675641351,centimeters
211942,image,width,25.0825501651,centimeters
211943,image,height,32.0675641351,centimeters
211943,image,width,25.0825501651,centimeters
211944,image,height,32.0675641351,centimeters
211944,image,width,25.0825501651,centimeters
211945,image,height,32.3850647701,centimeters
211945,image,width,25.4000508001,centimeters
211947,image,height,32.3850647701,centimeters
211947,image,width,24.7650495301,centimeters
211957,image,height,32.0675641351,centimeters
211957,image,width,25.0825501651,centimeters
211959,image,height,32.5438150876,centimeters
211959,image,width,25.0825501651,centimeters
211961,image,height,32.5438150876,centimeters
211961,image,width,25.2413004826,centimeters
211962,image,height,32.0675641351,centimeters
211962,image,width,25.4000508001,centimeters
211966,image,height,32.0675641351,centimeters
211966,image,width,25.0825501651,centimeters
211968,image,height,32.0675641351,centimeters
211968,image,width,24.7650495301,centimeters
211969,image,height,32.0675641351,centimeters
211969,image,width,25.4000508001,centimeters
211972,image,height,32.0675641351,centimeters
211972,image,width,25.4000508001,centimeters
211974,image,height,32.0675641351,centimeters
211974,image,width,25.0825501651,centimeters
211978,image,height,32.0675641351,centimeters
211978,image,width,25.0825501651,centimeters
211979,image,height,32.0675641351,centimeters
211979,image,width,25.0825501651,centimeters
211980,image,height,32.0675641351,centimeters
211980,image,width,25.2413004826,centimeters
207544,plate,height,11.747523495,centimeters
207544,plate,width,8.25501651,centimeters
207516,plate,height,44.7675895352,centimeters
207516,plate,width,11.5887731775,centimeters
207562,plate,height,23.6537973076,centimeters
207562,plate,width,15.8750317501,centimeters
194941,overall,height,50.4826009652,centimeters
194941,overall,width,62.2301244602,centimeters
211984,image,height,32.0675641351,centimeters
211984,image,width,24.7650495301,centimeters
211985,image,height,32.0675641351,centimeters
211985,image,width,24.7650495301,centimeters
211986,image,height,32.0675641351,centimeters
211986,image,width,25.0825501651,centimeters
211987,image,height,32.0675641351,centimeters
211987,image,width,25.0825501651,centimeters
211988,image,height,32.0675641351,centimeters
211988,image,width,25.0825501651,centimeters
211991,image,height,32.0675641351,centimeters
211991,image,width,25.2413004826,centimeters
211992,image,height,32.0675641351,centimeters
211992,image,width,25.2413004826,centimeters
211993,image,height,32.0675641351,centimeters
211993,image,width,25.2413004826,centimeters
211994,image,height,32.0675641351,centimeters
211994,image,width,25.0825501651,centimeters
211999,image,height,32.0675641351,centimeters
211999,image,width,24.7650495301,centimeters
212000,image,height,32.0675641351,centimeters
212000,image,width,25.0825501651,centimeters
212001,image,height,32.0675641351,centimeters
212001,image,width,50.4826009652,centimeters
212002,image,height,32.0675641351,centimeters
212002,image,width,25.4000508001,centimeters
212005,image,height,32.0675641351,centimeters
212005,image,width,25.0825501651,centimeters
212009,image,height,32.0675641351,centimeters
212009,image,width,25.4000508001,centimeters
47045,sheet,height,32.7025654051,centimeters
47045,sheet,width,25.0825501651,centimeters
47047,sheet,height,32.7025654051,centimeters
47047,sheet,width,25.0825501651,centimeters
47052,sheet,height,32.7025654051,centimeters
47052,sheet,width,25.2413004826,centimeters
47059,sheet,height,32.7025654051,centimeters
47059,sheet,width,25.0825501651,centimeters
47065,sheet,height,32.7025654051,centimeters
47065,sheet,width,25.2413004826,centimeters
47067,sheet,height,32.7025654051,centimeters
47067,sheet,width,25.0825501651,centimeters
47041,sheet,height,32.3850647701,centimeters
47041,sheet,width,25.4000508001,centimeters
47010,sheet,height,32.7025654051,centimeters
47010,sheet,width,25.0825501651,centimeters
47015,sheet,height,32.7025654051,centimeters
47015,sheet,width,25.2413004826,centimeters
47021,sheet,height,32.3850647701,centimeters
47021,sheet,width,25.2413004826,centimeters
47023,sheet,height,32.7025654051,centimeters
47023,sheet,width,25.2413004826,centimeters
46995,sheet,height,32.3850647701,centimeters
46995,sheet,width,50.4826009652,centimeters
212566,image,height,40.0050800102,centimeters
212566,image,width,29.8450596901,centimeters
48949,image,height,15.2400304801,centimeters
48949,image,width,10.79502159,centimeters
52433,image,height,52.3876047752,centimeters
52433,image,width,43.4975869952,centimeters
54141,sheet,height,91.4401828804,centimeters
54141,sheet,width,91.4401828804,centimeters
54142,sheet,height,91.4401828804,centimeters
54142,sheet,width,91.4401828804,centimeters
54146,sheet,height,91.4401828804,centimeters
54146,sheet,width,91.4401828804,centimeters
54148,sheet,height,91.4401828804,centimeters
54148,sheet,width,91.4401828804,centimeters
54149,sheet,height,91.4401828804,centimeters
54149,sheet,width,91.4401828804,centimeters
54150,sheet,height,91.4401828804,centimeters
54150,sheet,width,91.4401828804,centimeters
55617,sheet,height,50.8001016002,centimeters
55617,sheet,width,60.9601219202,centimeters
61314,sheet,height,91.4401828804,centimeters
61314,sheet,width,91.4401828804,centimeters
143434,sheet,height,58.4201168402,centimeters
143434,sheet,width,58.4201168402,centimeters
143435,sheet,height,101.6002032004,centimeters
143435,sheet,width,76.2001524003,centimeters
143438,sheet,height,91.4401828804,centimeters
143438,sheet,width,91.4401828804,centimeters
144944,sheet,height,91.4401828804,centimeters
144944,sheet,width,91.4401828804,centimeters
144934,sheet,height,91.4401828804,centimeters
144934,sheet,width,91.4401828804,centimeters
144936,sheet,height,91.4401828804,centimeters
144936,sheet,width,91.4401828804,centimeters
144939,sheet,height,91.4401828804,centimeters
144939,sheet,width,91.4401828804,centimeters
144941,sheet,height,91.4401828804,centimeters
144941,sheet,width,91.4401828804,centimeters
144943,sheet,height,91.4401828804,centimeters
144943,sheet,width,91.4401828804,centimeters
158114,overall,height,56.5151130302,centimeters
158114,overall,width,55.8801117602,centimeters
158114,overall,depth,2.54000508,centimeters
175279,sheet,height,91.4401828804,centimeters
175279,sheet,width,91.4401828804,centimeters
175528,sheet,height,101.6002032004,centimeters
175528,sheet,width,81.2801625603,centimeters
174927,sheet,height,91.4401828804,centimeters
174927,sheet,width,91.4401828804,centimeters
42620,plate,height,21.6,centimeters
42620,plate,width,15.2,centimeters
39319,plate,height,18.7,centimeters
39319,plate,width,12.1,centimeters
213918,image,height,14.2875285751,centimeters
213918,image,width,20.9550419101,centimeters
129437,image,height,18.4150368301,centimeters
129437,image,width,23.4950469901,centimeters
174896,sheet,height,101.6002032004,centimeters
174896,sheet,width,81.2801625603,centimeters
165856,overall,height,35.2,centimeters
165856,overall,width,27.2,centimeters
165856,overall,depth,5.0,centimeters
156426,plate,height,14.9225298451,centimeters
156426,plate,width,12.382524765,centimeters
173944,sheet,height,57.9438658877,centimeters
173944,sheet,width,47.7838455677,centimeters
216573,plate,height,18.8,centimeters
216573,plate,width,30.6,centimeters
33059,image,height,55.8,centimeters
33059,image,width,38.5,centimeters
6677,plate,height,11.7,centimeters
6677,plate,width,7.6,centimeters
637,sheet,height,31.0,centimeters
637,sheet,width,22.2,centimeters
46904,sheet,height,41.1,centimeters
46904,sheet,width,27.5,centimeters
136715,sheet,height,59.5,centimeters
136715,sheet,width,38.5,centimeters
45659,plate,height,22.6,centimeters
45659,plate,width,16.0,centimeters
6481,plate,height,14.0,centimeters
6481,plate,width,10.4,centimeters
216819,plate,height,15.5,centimeters
216819,plate,width,20.3,centimeters
33858,plate,height,26.0,centimeters
33858,plate,width,16.2,centimeters
219308,sheet,height,19.3675387351,centimeters
219308,sheet,width,28.2575565151,centimeters
110896,overall,height,82.8676657353,centimeters
110896,overall,width,62.2301244602,centimeters
110896,overall,depth,4.44500889,centimeters
219309,sheet,height,20.1612903226,centimeters
219309,sheet,width,31.4325628651,centimeters
157889,plate,height,27.9400558801,centimeters
157889,plate,width,39.0525781052,centimeters
219321,sheet,height,72.0726441453,centimeters
219321,sheet,width,107.9502159004,centimeters
219319,sheet,height,78.1051562103,centimeters
219319,sheet,width,37.1475742951,centimeters
207540,plate,height,25.0825501651,centimeters
207540,plate,width,19.8437896876,centimeters
207590,image,height,46.9900939802,centimeters
207590,image,width,35.5600711201,centimeters
142350,block,height,28.5,centimeters
142350,block,width,39.5,centimeters
142350,block,depth,0.0,centimeters
142353,block,height,39.2,centimeters
142353,block,width,28.6,centimeters
142353,block,depth,0.0,centimeters
142358,block,height,39.2,centimeters
142358,block,width,28.1,centimeters
142358,block,depth,0.0,centimeters
142363,block,height,39.3,centimeters
142363,block,width,28.3,centimeters
142363,block,depth,0.0,centimeters
6672,plate,height,24.9,centimeters
6672,plate,width,19.1,centimeters
136329,each,height,5.08001016,centimeters
136329,each,width,5.08001016,centimeters
136329,each,depth,1.90500381,centimeters
220378,plate,height,30.0,centimeters
220378,plate,width,46.8,centimeters
221113,sheet,height,31.1150622301,centimeters
221113,sheet,width,23.1775463551,centimeters
7450,book,height,31.5,centimeters
7450,book,width,20.5,centimeters
7450,book,depth,2.5,centimeters
7608,page size,height,24.0,centimeters
7608,page size,width,33.0,centimeters
39852,sheet,height,44.1,centimeters
39852,sheet,width,32.5,centimeters
221044,sheet,height,30.4,centimeters
221044,sheet,width,38.4,centimeters
222557,sheet,height,42.0000762002,centimeters
222557,sheet,width,32.6000762002,centimeters
73850,sheet,height,23.7,centimeters
73850,sheet,width,15.0,centimeters
7500,plate,height,21.0,centimeters
7500,plate,width,14.9,centimeters
7509,plate,height,19.8,centimeters
7509,plate,width,14.9,centimeters
7551,plate,height,15.2,centimeters
7551,plate,width,20.5,centimeters
34903,mount,height,48.6,centimeters
34903,mount,width,33.4,centimeters
34903,mount,depth,0.0,centimeters
223871,sheet,height,25.4000508001,centimeters
223871,sheet,width,33.0200660401,centimeters
30232,book,height,29.0,centimeters
30232,book,width,22.5,centimeters
30232,book,depth,2.8,centimeters
143537,image,height,45.3,centimeters
143537,image,width,37.4,centimeters
143497,image,height,38.5,centimeters
143497,image,width,55.4,centimeters
223179,sheet,height,1.4,centimeters
223179,sheet,width,1.9,centimeters
224157,plate,height,14.7,centimeters
224157,plate,width,22.5,centimeters
36928,plate,height,20.7,centimeters
36928,plate,width,14.8,centimeters
224461,plate,height,21.5,centimeters
224461,plate,width,15.4,centimeters
224145,plate,height,30.8,centimeters
224145,plate,width,22.2,centimeters
58053,sheet,height,19.7,centimeters
58053,sheet,width,14.9,centimeters
58052,sheet,height,38.8,centimeters
58052,sheet,width,28.3,centimeters
225260,image,height,39.6,centimeters
225260,image,width,52.6,centimeters
225540,overall,height,37.4650749301,centimeters
225540,overall,width,84.1376682753,centimeters
225540,overall,depth,0.0,centimeters
30256,image,height,35.4,centimeters
30256,image,width,20.3,centimeters
30258,image,height,20.5,centimeters
30258,image,width,35.5,centimeters
30259,image,height,20.5,centimeters
30259,image,width,35.9,centimeters
30261,image,height,20.5,centimeters
30261,image,width,35.5,centimeters
7344,image,height,18.2,centimeters
7344,image,width,20.3,centimeters
42186,sheet,height,51.5,centimeters
42186,sheet,width,35.9,centimeters
33943,sheet,height,50.5,centimeters
33943,sheet,width,32.0,centimeters
42106,sheet,height,50.02,centimeters
42106,sheet,width,31.9,centimeters
42105,sheet,height,58.0,centimeters
42105,sheet,width,40.4,centimeters
46833,image,height,21.3,centimeters
46833,image,width,26.5,centimeters
45741,sheet,height,32.5,centimeters
45741,sheet,width,47.2,centimeters
106690,sheet,height,39.2,centimeters
106690,sheet,width,31.0,centimeters
45977,sheet,height,37.0,centimeters
45977,sheet,width,33.2,centimeters
38999,sheet,height,30.5,centimeters
